algo,seed,update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate,env_id,group,tier,step
sac,7,,,,,-457.6269310138689,418.6904800264353,0.0,nonlinear_extreme,nonlinear,extreme,9000.0
sac,7,,,,,-492.8588534250562,463.8567450626333,0.0,nonlinear_extreme,nonlinear,extreme,12000.0
td3,29,,,,,-964.9141585607179,880.7826811642464,0.0,nonlinear_extreme,nonlinear,extreme,3000.0
td3,29,,,,,-474.84878614266427,429.8380976635489,0.0,nonlinear_extreme,nonlinear,extreme,6000.0
td3,29,,,,,-457.97925086640464,428.7211832100323,0.0,nonlinear_extreme,nonlinear,extreme,9000.0
td3,29,,,,,-506.5930922112973,436.8319818785748,0.0,nonlinear_extreme,nonlinear,extreme,12000.0
td3,43,,,,,-926.8768625507074,844.492771277871,0.0,nonlinear_extreme,nonlinear,extreme,3000.0
td3,43,,,,,-522.9663961816548,462.4196057429101,0.0,nonlinear_extreme,nonlinear,extreme,6000.0
td3,43,,,,,-394.75258972832853,370.1260552547601,0.0,nonlinear_extreme,nonlinear,extreme,9000.0
td3,43,,,,,-432.77877071636715,398.1985424114692,0.0,nonlinear_extreme,nonlinear,extreme,12000.0
td3,7,,,,,-919.1398085234931,828.2104066154276,0.0,nonlinear_extreme,nonlinear,extreme,3000.0
td3,7,,,,,-1062.6247530889318,937.2885330867178,0.0,nonlinear_extreme,nonlinear,extreme,6000.0
td3,7,,,,,-503.01262862729766,447.07720832030515,0.0,nonlinear_extreme,nonlinear,extreme,9000.0
td3,7,,,,,-501.14084813805425,451.44202871583093,0.0,nonlinear_extreme,nonlinear,extreme,12000.0
ppo,29,0.0,-532.7397450313042,0.0,1.2194426777980425,-887.3684780009194,634.9592930887097,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,29,20.0,-904.7276150733743,0.0,1.2122377013947698,-760.6645025026112,586.7017444436543,0.0,nonlinear_very_strong,nonlinear,very_strong,
